Source_File,Row_Index,Title,Abstract,DOI,Selected,Reason
Scopus,175,Photoplethysmography Analysis with Duffing–Holmes Self-Synchronization Dynamic Errors and 1D CNN-Based Classifier for Upper Extremity Vascular Disease Screening,"Common upper limb peripheral artery diseases (PADs) are atherosclerosis, embolic dis-eases, and systemic diseases, which are often asymptomatic, and the narrowed arteries (stenosis) will gradually reduce blood flow in the right or left upper limbs. Upper extremity vascular disease (UEVD) and atherosclerosis are high-risk PADs for patients with Type 2 diabetes or with both diabetes and end-stage renal disease. For early UEVD detection, a fingertip-based, toe-based, or wrist-based photoplethysmography (PPG) tool is a simple and noninvasive measurement system for vital sign monitoring and healthcare applications. Based on time-domain PPG analysis, a Duffing–Holmes system with a master system and a slave system is used to extract self-synchronization dynamic errors, which can track the differences in PPG morphology (in amplitudes (systolic peak) and time delay (systolic peak to diastolic peak)) between healthy subjects and PAD patients. In the preliminary analysis, the self-synchronization dynamic errors can be used to evaluate risk levels based on the reflection index (RI), which includes normal condition, lower PAD, and higher PAD. Then, a one-dimensional convolutional neural network is established as a multilayer classifier for automatic UEVD screening. The experimental results indicated that the self-synchronization dynamic errors have a positive correlation with the RI (R2 = 0.6694). The K-fold cross-validation is used to verify the performance of the proposed classifier with recall (%), precision (%), accuracy (%), and F1 score. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.",10.3390/PR9112093,YES,Unique DOI
Scopus,176,Non-Invasive Blood Sugar Measurement System,"Diabetes results from insufficient insulin production, increasing the risk of various health issues when not well-controlled. Managing it can be invasive and uncomfortable, often requiring blood samples or subdermal device implantation. The search of people with diabetes for a device that is easy to use, painless, requires less expense, and provides continuous monitoring has led researchers to find a way to measure glucose in a non-invasive way, which is why the project focuses on the development of a non-invasive glucometer using different infrared wavelengths. The system consists of implementing an optical sensor to detect photoplethysmography signals with a wavelength of 830nm, which is processed by an ESP32 microcontroller, determining the glucose absorbance to subsequently predict the glucose value in the patient's blood through equations set forth for different absorbance ranges. In addition, the results are shown on the system screen after 60 seconds of entering the finger. The tests were developed in 29 volunteers, and a blood sample was extracted for a laboratory test to determine glucose. Later, the system was analyzed under the ISO 15197 standard that allows quantifying the measurement precision of the glucose level using the Clarke error grid locating all the glucose values obtained in section A, which makes the system clinically acceptable.  © 2023 IEEE.",10.1109/ETCM58927.2023.10309049,YES,Unique DOI
Scopus,177,The Use of Photoplethysmography for Blood Glucose Estimation by Noninvasive Method,"Noninvasive blood glucose estimation system based on photoplethysmography is proposed in this paper. Photoplethysmography (PPG) is an optical technique which uses infrared light to determine the fluctuations in blood stream in the human body with every pulse. However literature reveals that, a functional correlation exists among pulse signal waveform and the glucose contents in the blood. Many researchers have shown estimation of glucose using different spectroscopy techniques which involves an optical sensor. The key involvement of this paper is withdrawal of different features with respect to time domain as well as frequency domain. Exploration of single pulse is also carried out with different features. A PPG data of 182 random people with varied health conditions like diabetic, blood pressure condition is recorded for about 1 min duration. The glucose estimation is done in two ways: the first one is feature extraction from complete PPG signal of a patient and the second one is single pulse wave analysis. All the features from above-mentioned methods are transformed into feature vector which acts as input to system and estimation of blood glucose is performed. We used Clarke Error Grid Analysis for blood glucose estimation which is clinically accepted. With time and frequency domain features we got 43.75% samples in region A and 50% samples in region B, so total 93.75% samples are in regions A and B. Using single pulse wave analysis we got 59.66% samples in region A and 34.61% samples in region B, so total 94.27% samples are in clinically accepted regions (A and B). As single pulse wave analysis shows significant improvement in region A (20% of actual blood glucose value), this method is good selection for glucose measurement. © 2023, The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd.",10.1007/978-981-19-6913-3_21,YES,Unique DOI
Scopus,178,PhotoPlethysmoGraphy based Low-Cost Glucometer with Haemoglobin Measurement,"The Human body is made of tissues, fluids, hormones, organs and organ structures. To sustain a healthy life, people need to be in conscious of their health to prevent diseases. Various medical devices are used for tracking the health of people. Blood glucose level is essential need to track a patient's metabolism. In regular ways, the amount of glucose in the blood is measured by diagnosis of blood samples in a medical laboratory. Also there are products that measure blood glucose by pricking the fingers to draw drop of blood for glucose estimation. Both these ways are medically used for health care, which involves a invasive, painful way to measure blood glucose. This paper involves the design and implementation of a non-invasive technology based prototype for the measurement of blood glucose level along with Haemoglobin measurement. The prototype makes use of PhotoPlethysmoGraphy to achieve non-invasiveness, thereby overcoming the problems of prevailing medical devices. This prototype is implemented with low-cost sensors for providing economic viability. A Pilot study on volunteers to obtain results from the prototype. The results obtained from the prototype is analysed with the results from existing invasive product. Thus the paper defines the modelling a low-cost photoplethysmogrpahy based glucometer along with haemoglobin concentration measurement.  © 2023 IEEE.",10.1109/ICECAA58104.2023.10212396,YES,Unique DOI
Scopus,179,Type 2 Diabetes Detection With Light CNN From Single Raw PPG Wave,"Photoplethysmography (PPG) is a non-invasive and cost-efficient optical technique used to assess blood volume variations in the microcirculation. PPG technology is widely used in a variety of wearable sensors to investigate the cardiovascular system. Recent studies have demonstrated the utility of PPG analysis for carrying out large-scale screening to prevent and detect diabetes. However, most of these studies require feature extraction and/or several pre-processing steps. Over the past few years, the advent of deep learning has significantly impacted the analysis of biomedical signals. Despite their success in other fields, however, very few studies have focused on the application of deep learning to raw PPG signals for detecting diabetes. Existing studies have proposed large models trained on large amounts of data. In this paper, we present a Light CNN-based model for screening the presence of type 2 diabetes using a single raw pulse extracted from photoplethysmographic signals. In addition to the baseline architecture, we evaluate different model architectures that take as input age and biological sex or PPG handcrafted features. Furthermore, we apply transfer learning to all the tested architectures to evaluate the effectiveness of harnessing pre-trained models in detecting diabetes. We tested a model pre-trained on a general PPG shape dataset and another model pre-trained on a dataset containing hypertension PPG signals. Our model scored an AUC of 75.5 when trained with raw PPG waves, age, and biological sex without applying transfer learning, which is competitive with current state of the art.  © 2023 IEEE.",10.1109/ACCESS.2023.3274484,YES,Unique DOI
Scopus,180,A 186μW Photoplethysmography-Based Noninvasive Glucose Sensing SoC,"Recent trends in research and the market show high demand for frequent monitoring of glucose to estimate the blood sugar level non-invasively which can replace the conventional finger-prick glucometer for daily use. This paper presents a high precision near-infrared Photoplethysmography (PPG) based noninvasive glucose monitoring System on Chip (SoC). The proposed system implements a fully differential Analog Frontend (AFE) with nonlinear medium Gaussian support-vector-regression (NMG-SVR) for glucose estimation. The AFE design incorporates chopping which enables the reduction of the integrated input-referred current noise to 9.4pArms thus achieving a dynamic range of 115dB. The glucose prediction processor (GPP) removes noise from the PPG signal, extracts ten unique features, and estimates the blood glucose level using a trained customized NMG-SVR model that minimizes the hardware cost by 25%. The extracted features are carefully designed and implemented to ensure inter-feature dependency, which helps to reduce the overall area by more than 40%. Moreover, GPP is implemented using power and clock gating techniques to minimize both static and dynamic power consumption. The proposed SoC is realized with 0.18μ m CMOS technology and occupies an area of 6 mm2. It dissipates a power of 186μ W and achieves a mean absolute relative difference (mARD) of 6.9% verified on 200 subjects.  © 2001-2012 IEEE.",10.1109/JSEN.2022.3180893,YES,Unique DOI
Scopus,181,Feasibility of home-based tracking of insulin resistance from vascular stiffness estimated from the photoplethysmographic finger pulse waveform,"Objective. In this study we explored the utility of post-prandial vascular stiffness as a surrogate measure for estimating insulin resistance, which is a pre-diabetic condition. Approach. A cohort of 51 healthy young adults with varying body mass index (BMI) values was studied using fasting plasma values of insulin and glucose, fasting and post-meal finger photoplethysmography (PPG) and electrocardiogram (ECG). Insulin resistance was estimated by homeostatic model assessment for insulin resistance 2 (HOMA-IR2) using fasting plasma insulin and glucose. Vascular stiffness was estimated by reciprocal of pulse arrival time (rPAT) from ECG and finger PPG at five time points from fasting to 2 h post-oral glucose ingestion. We examined if insulin resistance correlates with meal-induced vascular stiffness changes, supporting the feasibility of using finger PPG to estimate insulin resistance. Main results. HOMA-IR2 was positively correlated with an early rise (0 to 30 min post-meal) and delayed fall (30 to 120 min post-meal) of rPAT. Correlation persisted even after the effect of BMI has been partialled out in subgroup analysis. We conclude that finger PPG-based pulse waveform and single-lead ECG has the potential to be used as a non-invasive method for the assessment of insulin resistance. Significance. As both signals, namely ECG and PPG, can be easily acquired using wearable and other low-cost sensing systems, the present study can serve as a pointer to develop accessible strategies for monitoring and longitudinal tracking of insulin resistance in health and pathophysiological states.  © 2022 Institute of Physics and Engineering in Medicine.",10.1088/1361-6579/ac6d3f,YES,Unique DOI
Scopus,183,Non-invasive Body Vitalities Checking System,"People in current times suffer from several long-term health issues like blood pressure fluctuations, diabetes, heart issues, etc. Currently, there are existing devices for each parameter but buying each is inconvenient and expensive. Also, not all the available devices are non-invasive. With the rise in the number of people being conscious about their health, there is a need to develop a non-invasive device that checks on different health parameters in the human body like blood glucose, thyroid hormone, blood pressure, blood lipids, and heart rate. The idea is to have one single compact device for different parameters, which is as reliable as the existing individual devices and cost-effective. This report includes the research and our device development and implementation with multiple sensors aimed to send and receive signals to-and-from one's finger depending on the target parameter. The microcontroller is used for processing all the data collected by sensors using relevant software. © 2021 IEEE.",10.1109/IBSSC53889.2021.9673246,YES,Unique DOI
Scopus,184,Photoplethysmography-Based Blood Pressure Monitoring Could Improve Patient Outcome during Anesthesia Induction,"During anesthesia, noncritical patients are routinely monitored via noninvasive cuff-based blood pressure (BP) monitors. Due to the noncontinuous nature of the monitoring, the BP values of the patient remain unavailable between consecutive cuff measurements, carrying the risk of missing rapid and sudden variations in BP. We evaluated the added value of using a photoplethysmography (PPG)-based continuous BP measurement device in addition to the standard cuff-based monitoring in a cohort of 40 patients in comparison with the current approach, in which only intermittent cuff-based measurements are available. When using a three-minute cuff measurement interval, using the PPG-based BP measurement in addition to the cuff-based monitor reduced the error (mean ± SD) of systolic (SBP) and mean (MBP) BP from 2.6 ± 19.6 mmHg and 1.2 ± 13.2 mmHg to 0.5 ± 11.2 mmHg and 0.0 ± 8.1 mmHg, respectively. Error grid analysis was also used to assess the improvement in patient safety. The additional use of the PPG-based BP measurement reduced the amount of data falling into higher risk categories. For SBP, points falling in the significant-, moderate-, and low-risk categories decreased from 1.1%, 8.7%, and 19.3% to 0.0%, 2.3%, and 9.6%, respectively. Similar results were obtained for MBP. These results suggest that using a PPG-based BP monitor—in addition to the standard cuff-based monitor—can improve patient safety during anesthesia induction, with no additional sensor needed. © 2022 by the authors.",10.3390/jpm12101571,YES,Unique DOI
Scopus,185,Design and construction of a non-invasive blood glucose and heart rate meter by photoplethysmography,"This article describes the design and construction of a non-invasive blood glucose and heart rate meter that can non-invasively measure blood glucose level and heart rate from the fingertip. This device operates on the principle of light absorption, known as the Beer-Lambert Law, tracking changes in near-infrared light absorbance of blood glucose with blood volume changes in a photoplethysmogram (PPG) using opto-electronics. The design incorporates near-infrared 950 nm wavelength and red 630 nm wavelength LED light sources and a photodiode light receiver. An Arduino NANO 3.0 Mini USB microcontroller was used for signal processing, enabling the meter to compute blood glucose levels in the range of 70 to 130 mg/dL and measure heart rate across the range of 60 to 100 bpm. To validate the effectiveness of this device, it was used by a sample group of diabetic patients at the Endocrine Unit, Faculty of Medicine, Vajira Hospital. The results of device evaluation compared with standard clinical measurements were as follows: 1) The non-invasive blood glucose meter accurately measured blood sugar levels in the range of 75 to 150 mg/dL (R2 = 0.99); 2) Across the ranges of 75 to 130 mg/dL and 131 to 289 mg/dL the device had average percentage error of 3.18% and 22.14%, respectively and the overall average percentage error was 10.76%; 3) Heart rate measurements from 60 to 100 bpm showed a mean percentage error of 2.94%, and these were not statistically different from a vital sign monitor (p= 0.222), and 4) Although readings from the meter appeared to be systematically lower than results of standard blood tests, this was not a statistically significant difference (p= 0.135). Overall, these findings indicate that this non-invasive blood glucose meter may be suitable for non-critical patient monitoring applications where patient comfort and convenience are important considerations. © 2022, Rangsit University. All rights reserved.",10.14456/jcst.2022.9,YES,Unique DOI
Scopus,186,Overview of Artificial Intelligence-Driven Wearable Devices for Diabetes: Scoping Review,"Background: Prevalence of diabetes has steadily increased over the last few decades with 1.5 million deaths reported in 2012 alone. Traditionally, analyzing patients with diabetes has remained a largely invasive approach. Wearable devices (WDs) make use of sensors historically reserved for hospital settings. WDs coupled with artificial intelligence (AI) algorithms show promise to help understand and conclude meaningful information from the gathered data and provide advanced and clinically meaningful analytics. Objective: This review aimed to provide an overview of AI-driven WD features for diabetes and their use in monitoring diabetes-related parameters. Methods: We searched 7 of the most popular bibliographic databases using 3 groups of search terms related to diabetes, WDs, and AI. A 2-stage process was followed for study selection: reading abstracts and titles followed by full-text screening. Two reviewers independently performed study selection and data extraction, and disagreements were resolved by consensus. A narrative approach was used to synthesize the data. Results: From an initial 3872 studies, we report the features from 37 studies post filtering according to our predefined inclusion criteria. Most of the studies targeted type 1 diabetes, type 2 diabetes, or both (21/37, 57%). Many studies (15/37, 41%) reported blood glucose as their main measurement. More than half of the studies (21/37, 57%) had the aim of estimation and prediction of glucose or glucose level monitoring. Over half of the reviewed studies looked at wrist-worn devices. Only 41% of the study devices were commercially available. We observed the use of multiple sensors with photoplethysmography sensors being most prevalent in 32% (12/37) of studies. Studies reported and compared >1 machine learning (ML) model with high levels of accuracy. Support vector machine was the most reported (13/37, 35%), followed by random forest (12/37, 32%). Conclusions: This review is the most extensive work, to date, summarizing WDs that use ML for people with diabetes, and provides research direction to those wanting to further contribute to this emerging field. Given the advancements in WD technologies replacing the need for invasive hospital setting devices, we see great advancement potential in this domain. Further work is needed to validate the ML approaches on clinical data from WDs and provide meaningful analytics that could serve as data gathering, monitoring, prediction, classification, and recommendation devices in the context of diabetes. © 2022 Journal of Medical Internet Research. All rights reserved.",10.2196/36010,YES,Unique DOI
Scopus,187,Research on estimation of blood glucose based on PPG and deep neural networks,"Diabetes is one of the three major chronic diseases in the world. At present, the number of diabetic patients in the world is increasing year by year, which has become one of the main threats to us. Therefore, it is very important to monitor blood glucose level. Clinically, blood glucose is measured by collecting fingertip blood, but this method has many disadvantages. In this paper, PPG signals are used to estimate BGL using deep neural networks (DNN). Finally, we found that the success rate of our DNN blood glucose estimation model reached 90.25%, and achieved good results. It provides a choice for the commercialization of noninvasive blood glucose detection technology. © 2021 Institute of Physics Publishing. All rights reserved.",10.1088/1755-1315/693/1/012046,YES,Unique DOI
Scopus,188,A Correlational Study on Cardiopulmonary Endurance in Male Patients with New-Onset Type 2 Diabetes,"Background: Cardiopulmonary exercise tests (CPETs) are widely used non-invasive and reliable functional evaluation methods. This study investigated the correlation between cardiopulmonary endurance indices and plasma glucose levels and abdominal visceral fat in males with new-onset type 2 diabetes. Methods: A total of 136 male individuals, who had been treated in the First Hospital of Qinhuangdao City, were selected to form a new-onset type 2 diabetes group (66 cases) and a control group (70 cases); individuals were divided into three groups (Q1, Q2, and Q3) from low to high according to their anaerobic threshold (AT) oxygen uptake (VO2), AT VO2/kg (VO2 per kg of body weight), peak VO2, peak VO2/kg, AT heart rate (HR), peak HR, and HR recovery after 1 minute. A cardiopulmonary exercise test was used to determine the VO2 of each group of subjects for VO2 max and AT VO2/kg, HR, and HR recovery after 1 minute. The differences in fat areas and plasma glucose levels were compared under different cardiorespiratory endurance indicators. Results: Compared with the control group, the abdominal visceral fat (AVF) area, fasting plasma glucose (FPG), and postprandial plasma glucose (PPG) levels increased in the new-onset type 2 diabetes group. Concurrently, AT VO2, AT VO2/kg, peak VO2, peak VO2/kg, AT HR, peak HR, and 1-minute HR recovery all decreased, and the difference between the groups was statistically significant (P<0.05). The higher the AT VO2 and peak VO2 values, the lower the PPG level (P<0.05) and the smaller the area of abdominal visceral fat (P<0.05). The AT VO2/kg and peak VO2/kg values were negatively correlated with the abdominal visceral fat area, while other indicators had no obvious relationship with either plasma glucose levels or the area of fat. Conclusion: The levels of blood glucose and visceral fat are correlated with cardiopulmonary function. With the increase in blood glucose levels and visceral fat, the indices of cardiopulmonary function gradually decrease. The correlation between different cardiopulmonary function indices and blood glucose levels and visceral fat was different. © 2022 Liu et al.",10.2147/DMSO.S352798,YES,Unique DOI
Scopus,189,Physiological origin of camera-based PPG imaging," Imaging photoplethysmography (PPG) is a fast-growing technology capable of monitoring human vital signs remotely at low cost. The most remarkable feature of the PPG method is the modulation of the light at the heartbeat frequency after being returned from a biological tissue in-vivo. However, the physiological model of light interaction with pulsatile blood vessels remains a subject of continuing debate. In this chapter, we review various mechanisms responsible for the generation of PPG waveforms. Particular attention is paid to the model recently proposed in our group, which claims that the heart-related light modulation arises from mechanical compression—decompression of the intercapillary tissue due to changes in the transmural arterial pressure. To support this new model, we refer to several recently published experimental observations. The method of imaging PPG allows noninvasive assessment of microvasculature blood flow on the vast surface of the skin and internal organs, both at rest and under various functional tests. An in-depth understanding of the physiological origin of PPG waveforms may enable quantitative characterization of the mechanisms of systemic vascular regulation and solution of the most important problem—the assessment of neurogenic vasomotor reactivity, the value of which is no less important than the neurogenic regulation of heart rhythm to maintain systemic hemodynamic parameters. Based on profound understanding of the physiological mechanism behind PPG, new methods for early diagnosis of socially important diseases, such as diabetes mellitus, systemic sclerosis, skin, stomach, and intestines cancer among others, can be developed. © 2022 Elsevier Inc. All rights reserved.",10.1016/B978-0-12-822281-2.00010-X,YES,Unique DOI
Scopus,190,Non-invasive Glucose Meter System for Monitoring Diabetic Patients using the Photoplethysmographic Signal,"COVID-19 appeared in Wuhan (China) and spread rapidly to many places, generating a worldwide emergency, and causing concern throughout the health system due to its rapid transmission of contagion, leading to a confinement of all people. During the confinement, the lifestyle and eating habits of many people changed, potentially causing diabetes in themselves. This disease occurs when there is a high level of glucose in the blood and this can generate serious problems for the person, as there is no cure for diabetes, it is necessary for patients to control their glucose level, but for this purpose conventional glucometer equipment is used, which generates pain in patients as they introduce a needle into the finger and extract blood to measure glucose. In view of this problem, this article will develop a glucose meter system that does not require introducing a needle into the patient's finger since it will use the photoplestimographic signal generated by the oximetry sensor and can be monitored, so that the system performs the measurement without pain and shows the value of the glucose level accurately, being of immense help to diabetic patients who need to control their glucose several times a day. Through the development of the system, it was observed that the system works in the best way, when comparing the glucose level measurement with other conventional glucometer equipment, a relative error of 4.786% was obtained, being an accepted error because it is close to the real value of the glucose level in the blood. © 2022 International Journal of Emerging Technology and Advanced Engineering. All rights reserved.",10.46338/ijetae0622_03,YES,Unique DOI
Scopus,191,Brachial-Ankle Pulse Wave Velocity as a Novel Modality for Detecting Early Diabetic Nephropathy in Type 2 Diabetes Patients,"Brachial-ankle pulse wave velocity (baPWV) has been shown to correlate with a host of disorders associated with arterial stiffness. Type 2 diabetes is associated with the involvement of both small vessels and large vessels. Studies on the relevance of baPWV to early diabetic nephropathy are scarce. This retrospective observational case-control study enrolled 120 patients with type 2 diabetes from our medical records. We classified patients into two groups depending on the magnitude of albuminuria: 60 patients with microalbuminuria were classified as the early diabetic nephropathy group (EDN group) and 60 patients without albuminuria were classified as the diabetes without nephropathy group (DWN group). An additional 30 nondiabetic age-and sex-matched controls were also enrolled. Data regarding the lipid profile, blood pressure, baPWV, high-sensitivity C reactive protein (hs-CRP) level, anthropometric measurements, urine albumin/creatinine ratio (UACR), serum creatinine level, and glycemic control indices (i.e., fasting plasma glucose (FPG), postprandial glucose (PPG), and glycosylated hemoglobin (hemoglobin A1c, HbA1c)) were recorded for all enrolled participants. baPWV was significantly higher in the EDN group than in the DWN group. Moreover, baPWV was positively correlated with age, duration of diabetes, obesity, poor glycemic control, and high serum levels of triglycerides (TG), hs-CRP, creatinine, and uric acid as well as a high UACR (all P<0.01). A significant negative correlation was found between baPWV and high-density lipoprotein levels (P<0.05). Multivariate regression analysis showed that the hs-CRP level and duration of diabetes most strongly influenced baPWV. baPWV may be a convenient, noninvasive, and reproducible method for detecting early diabetic nephropathy. © 2021 Xueyang Zhang et al.",10.1155/2021/8862573,YES,Unique DOI
Scopus,192,A 28μW 134dB DR 2nd-Order Noise-Shaping Slope Light-to-Digital Converter for Chest PPG Monitoring,"Photoplethysmography (PPG) is a key non-invasive technique to extract vital signs like heart rate (HR), heart rate variability (HRV), and blood oxygen saturation (SpO2). Integrated in smartwatches, health patches and finger clips, PPG sensors are widely used in fitness, glucose, blood pressure, and medical monitoring with good user comfort. Integrating PPG in medical chest patches is interesting for COVID-19 patients since it can yield, next to HR and respiration, also SpO2, which traditional ECG-based patches cannot provide. However, measuring PPG/SpO 2 on the chest is challenging due to large motion artifacts, small AC/DC perfusion index (PI \lt 0.1%), and ambient light. Therefore, it poses a more stringent requirement on dynamic range (DR \gt 120 dB) for the PPG readout circuit, while still requiring low power consumption for long battery life. On-chip pinned-photodiodes (PPDs) have been used as passive integrators, resulting in very low power consumption (2.63 \mu \mathrm{W}) for the PPG readout [1]. However, the DR and linearity can be limited by the PPDs' parasitic capacitors. Direct light-todigital converter (LDC) topologies are proposed in [2 - 4], but their DR is still below 120dB. In [5], a digital-controlled TIA is exploited to control the transimpedance gain, which extends the DR to 130dB while consuming 72 \mu \mathrm{W} in the analog front-end (AFE). © 2021 IEEE.",10.1109/ISSCC42613.2021.9365757,YES,Unique DOI
Scopus,193,The Current State of Optical Sensors in Medical Wearables,"Optical sensors play an increasingly important role in the development of medical diagnostic devices. They can be very widely used to measure the physiology of the human body. Optical methods include PPG, radiation, biochemical, and optical fiber sensors. Optical sensors offer excellent metrological properties, immunity to electromagnetic interference, electrical safety, simple miniaturization, the ability to capture volumes of nanometers, and non-invasive examination. In addition, they are cheap and resistant to water and corrosion. The use of optical sensors can bring better methods of continuous diagnostics in the comfort of the home and the development of telemedicine in the 21st century. This article offers a large overview of optical wearable methods and their modern use with an insight into the future years of technology in this field. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.",10.3390/bios12040217,YES,Unique DOI
Scopus,194,Research on multi-parameter fusion non-invasive blood glucose detection method based on machine learning,"OBJECTIVE: Traditional blood glucose testing methods have several disadvantages, such as high pain and poor acquisition continuity. In response to these shortcomings, we propose a multi-parameter fusion non-invasive blood glucose detection method that combines machine learning and photoplethysmography (PPG) signal feature parameter analysis. MATERIALS AND METHODS: This method uses the signal validity check process based on the correlation operation to test and calculate PPG data. It, then, respectively applies the bootstrap aggregation algorithm and the random forests algorithm to establish two non-invasive blood glucose detection models that comprehensively predict blood glucose data. RESULTS: Experimental comparative analysis showed that the accuracy of the detection model based on the random forests algorithm is superior. The correlation coefficient of the obtained blood glucose prediction set is 0.972, the mean square error is 0.257, and the relative error is less than ± 20%. CONCLUSIONS: Relative error in blood glucose prediction meets the national standards in China. Meanwhile, the results of the Clarke Error Grid Analysis indicate that the non-invasive blood glucose testing method proposed in this study meets clinical accuracy requirements. © 2022 Verduci Editore s.r.l. All rights reserved.",10.26355/eurrev_202209_29618,YES,Unique DOI
Scopus,195,Sense and Learn: Recent Advances in Wearable Sensing and Machine Learning for Blood Glucose Monitoring and Trend-Detection,"(Figure presented.) Diabetes mellitus is characterized by elevated blood glucose levels, however patients with diabetes may also develop hypoglycemia due to treatment. There is an increasing demand for non-invasive blood glucose monitoring and trends detection amongst people with diabetes and healthy individuals, especially athletes. Wearable devices and non-invasive sensors for blood glucose monitoring have witnessed considerable advances. This review is an update on recent contributions utilizing novel sensing technologies over the past five years which include electrocardiogram, electromagnetic, bioimpedance, photoplethysmography, and acceleration measures as well as bodily fluid glucose sensors to monitor glucose and trend detection. We also review methods that use machine learning algorithms to predict blood glucose trends, especially for high risk events such as hypoglycemia. Convolutional and recurrent neural networks, support vector machines, and decision trees are examples of such machine learning algorithms. Finally, we address the key limitations and challenges of these studies and provide recommendations for future work. Copyright © 2022 Alhaddad, Aly, Gad, Al-Ali, Sadasivuni, Cabibihan and Malik.",10.3389/fbioe.2022.876672,YES,Unique DOI
Scopus,196,Non-Invasive Blood Glucose Estimation System Based on a Neural Network with Dual-Wavelength Photoplethysmography and Bioelectrical Impedance Measuring,"This study proposed a noninvasive blood glucose estimation system based on dualwavelength photoplethysmography (PPG) and bioelectrical impedance measuring technology that can avoid the discomfort created by conventional invasive blood glucose measurement methods while accurately estimating blood glucose. The measured PPG signals are converted into mean, variance, skewness, kurtosis, standard deviation, and information entropy. The data obtained by bioelectrical impedance measuring consist of the real part, imaginary part, phase, and amplitude size of 11 types of frequencies, which are converted into features through principal component analyses. After combining the input of seven physiological features, the blood glucose value is finally obtained as the input of the back-propagation neural network (BPNN). To confirm the robustness of the system operation, this study collected data from 40 volunteers and established a database. From the experimental results, the system has a mean squared error of 40.736, a root mean squared error of 6.3824, a mean absolute error of 5.0896, a mean absolute relative difference of 4.4321%, and a coefficient of determination (R Squared, R2) of 0.997, all of which fall within the clinically accurate region A in the Clarke error grid analyses. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.",10.3390/s22124452,YES,Unique DOI
Scopus,197,Application of sample screening method based on single Sigma criterion in spectral noninvasive blood detection,"In the analysis of blood component content, spectral method has been widely concerned for its rapid and non-invasive advantages, but there are many interference factors in the process of data collection, this will cause a large deviation in the spectral data of some samples，if it is directly used in modeling analysis, it will introduce bias to model establishment and result in large deviation in prediction. Therefore, it is necessary to screen the samples before establishing the model, in this paper, a method of sample screening using sigma criterion is proposed for noninvasive blood component analysis, The dynamic spectrum (DS) value was extracted by single edge method which is the mean value of the effective slope of the rising edge of the photoplethysmographic(PPG) signal was taken as the DS value. The DS value fluctuates in a certain range due to the change of blood component concentration. The samples beyond the range of 1 standard deviation were excluded and screened. Partial least squares (PLS) linear regression models were established for fasting blood glucose, white blood cell and albumin in all samples before and after screening, and the whole sample was modeled and analyzed. Then the sample set was divided into training set and test set according to the ratio of 10:1, and the three blood components were predicted and analyzed respectively. The experimental results show that the modeling test of three components, respectively, after screening sample of the precision of the sample model, as well as training set and testing set of classified sample sets predict performance after got greatly ascend, improves the correlation coefficient, reduce the root mean square error of the result of the experiment fully demonstrated the effectiveness of the method of sample selection. © 2022 SPIE.",10.1117/12.2643515,YES,Unique DOI
Scopus,198,Edge Classification of Non-Invasive Blood Glucose Levels Based on Photoplethysmography Signals,"Diabetes monitoring systems are critical for avoiding potentially significant medical bills. Only invasive methods are currently on the market. These procedures have substantial drawbacks since they cause patients uncomfortable while collecting blood specimens. An approach checking blood glucose levels (BGL) that is comfortable, continuous, and non-injury will become a new alternative to invasive procedures. Photoplethysmography can identify cardiovascular disease. Because of these qualities, PPG signals directly impact diabetes patients. Edge Computing (EC) is a relative newcomer to handling modern challenges more efficiently through machine learning. In this study, Edge Impulse uses the TensorFlow environment to train, optimize, and deploy machine learning models to embedded devices. The study examines three different forms of raw data used as inputs. We look at the original PPG signal, the PPG signal with instantaneous frequency, and the PPG signal with spectral entropy. The data set was created using Guilin People's Hospital's public database, including 219 people. The ages represented in the data set range from 20 to 89 years. According to the findings of the model testing, the PPG signal with instantaneous frequency shows the best results.  © 2022 IEEE.",10.1109/ISRITI56927.2022.10053027,YES,Unique DOI
